time,input
157.1167118549347,3747.0
157.198011636734,3598.0
157.27706956863403,3728.0
157.356951713562,3733.0
157.43693900108337,3728.0
157.5172724723816,3724.0
157.5970470905304,3725.0
157.67689156532288,3727.0
157.75700163841248,3648.0
157.83701276779175,3728.0
157.91702842712402,3728.0
157.99686288833618,3728.0
158.10209035873413,3729.0
158.18161153793335,3729.0
158.26108694076538,3733.0
158.34181261062622,3731.0
158.42205262184143,3731.0
158.49851036071777,3723.0
158.58169984817505,3728.0
158.66281175613403,3729.0
158.74194765090942,3781.0
158.822012424469,3698.0
158.90200972557068,3722.0
158.9827151298523,3725.0
159.06120991706848,3725.0
159.14200949668884,3552.0
159.22254300117493,3731.0
159.30304479599,3728.0
159.38189601898193,3727.0
159.46176433563232,3739.0
159.54292106628418,3798.0
159.62305903434753,3730.0
159.70213294029236,3725.0
159.7822666168213,3732.0
159.8620247840881,3722.0
159.94303560256958,3717.0
160.02157545089722,3717.0
160.1261689662933,3728.0
160.2070300579071,3714.0
160.28692984580994,3630.0
160.36779856681824,3736.0
160.4479706287384,3732.0
160.52803492546082,3413.0
160.60703015327454,3653.0
160.68699765205383,3733.0
160.76688265800476,3728.0
160.84640169143677,3751.0
160.9272394180298,3723.0
161.00652503967285,3697.0
161.08672213554382,3792.0
161.1669704914093,3728.0
161.24758100509644,3728.0
161.32711505889893,3728.0
161.40696382522583,3728.0
161.48695516586304,3691.0
161.56772255897522,3727.0
161.64701318740845,3727.0
161.72711324691772,3728.0
161.80693292617798,3728.0
161.8869607448578,3718.0
161.96785235404968,3731.0
162.046968460083,3733.0
162.15173959732056,3729.0
162.2322404384613,3729.0
162.3131034374237,3947.0
162.39194536209106,3727.0
162.47294521331787,3728.0
162.5530388355255,3728.0
162.6315734386444,3743.0
162.7114455699921,3729.0
162.7919728755951,3735.0
162.8730330467224,3898.0
162.9529845714569,3729.0
163.03186798095703,3735.0
163.11108684539795,3730.0
163.19186210632324,3703.0
163.27194166183472,3737.0
163.3519971370697,3729.0
163.43279218673706,3731.0
163.51202487945557,3574.0
163.59291172027588,3734.0
163.67150449752808,3728.0
163.75196027755737,3731.0
163.83217787742615,3728.0
163.91202187538147,3733.0
163.9930775165558,3748.0
164.07207942008972,3734.0
164.17682766914368,3732.0
164.25705766677856,3734.0
164.33683037757874,3733.0
164.41789627075195,3744.0
164.49816417694092,3731.0
164.577125787735,3731.0
164.6570839881897,3734.0
164.7367353439331,3730.0
164.81781697273254,3731.0
164.8971810340881,3739.0
164.9770152568817,3740.0
165.05667805671692,3732.0
165.13691353797913,4035.0
165.21699714660645,3740.0
165.29689073562622,3744.0
165.37746906280518,3745.0
165.4570140838623,3824.0
165.53795099258423,3739.0
165.6177475452423,3745.0
165.69686126708984,3742.0
165.77785062789917,3748.0
165.85710191726685,3735.0
165.93796062469482,3737.0
166.01799249649048,3723.0
166.0979015827179,3753.0
166.19807124137878,3746.0
166.28242135047913,3731.0
166.36203694343567,3739.0
166.44302463531494,3719.0
166.52206707000732,3746.0
166.60300278663635,3747.0
166.6815369129181,3757.0
166.76203513145447,3745.0
166.84201860427856,3746.0
166.92209720611572,3746.0
167.0019829273224,3745.0
167.0829427242279,3744.0
167.163090467453,3751.0
167.2316665649414,3743.0
167.32196617126465,3775.0
167.40129041671753,3743.0
167.48252296447754,3751.0
167.56104397773743,3749.0
167.64191389083862,3751.0
167.72293710708618,3731.0
167.80167412757874,3751.0
167.88172888755798,3749.0
167.96192932128906,3759.0
168.04213047027588,3785.0
168.12288093566897,3755.0
168.2258858680725,3759.0
168.30781888961792,3753.0
168.3884961605072,3760.0
168.4665026664734,3757.0
168.54793190956116,3760.0
168.62700986862183,3761.0
168.70804953575134,3758.0
168.78661561012268,3764.0
168.86788153648376,3755.0
168.94698071479797,3743.0
169.0269694328308,3760.0
169.10615491867063,3760.0
169.18664646148682,3765.0
169.26708030700684,3799.0
169.3468565940857,3763.0
169.4269905090332,3763.0
169.50793886184692,3760.0
169.5873668193817,3763.0
169.6669044494629,3763.0
169.74706268310547,3766.0
169.8269476890564,3765.0
169.9079349040985,3760.0
169.98734283447266,3773.0
170.06789445877075,3772.0
170.14777398109436,3767.0
170.24742555618286,3776.0
170.33140063285828,3769.0
170.41292309761047,3766.0
170.4930064678192,3774.0
170.5722677707672,3773.0
170.65195488929749,3766.0
170.732750415802,3777.0
170.81181645393372,3776.0
170.89127731323242,3790.0
170.9720058441162,3767.0
171.05313730239868,3616.0
171.1325330734253,3776.0
171.2130000591278,3767.0
171.2922818660736,3775.0
171.37203359603882,3771.0
171.4518756866455,3760.0
171.53286957740784,3760.0
171.61295700073242,3787.0
171.6920907497406,3766.0
171.7729938030243,3794.0
171.85201787948608,3689.0
171.93133187294006,3777.0
172.01314973831177,3783.0
172.09162282943726,4017.0
172.17199969291687,3786.0
172.27784276008606,4027.0
172.3570077419281,3779.0
172.43746376037598,3779.0
172.5169861316681,3792.0
172.59622287750244,3842.0
172.67600870132446,3787.0
172.7576220035553,3789.0
172.83685159683228,3929.0
172.9169683456421,3792.0
172.9974012374878,3786.0
173.0770184993744,3793.0
173.15652227401733,3785.0
173.23709106445312,3794.0
173.31705832481384,3793.0
173.39702153205872,3792.0
173.4784710407257,3793.0
173.55717754364014,3794.0
173.6371648311615,3791.0
173.7179732322693,3792.0
173.79819917678833,3798.0
173.87673830986023,3795.0
173.9570062160492,3792.0
174.0377871990204,3793.0
174.11699891090393,3795.0
174.19706869125366,3595.0
174.30254864692688,3802.0
174.38159489631653,3797.0
174.46225428581238,3801.0
174.5428502559662,3798.0
174.6230959892273,3795.0
174.70315074920654,3810.0
174.7814450263977,3802.0
174.86214566230774,3792.0
174.94287872314453,3806.0
175.02302193641663,3813.0
175.1031517982483,3803.0
175.18202781677246,3806.0
175.26207184791565,3811.0
175.3421449661255,3805.0
175.42172980308533,3803.0
175.5025396347046,3805.0
175.5829563140869,3810.0
175.66162204742432,3817.0
175.74287939071655,3777.0
175.8215515613556,3806.0
175.90299439430237,3803.0
175.98152995109558,3823.0
176.06292986869812,3808.0
176.14224934577942,3807.0
176.2227339744568,3813.0
176.32725381851196,3791.0
176.4070131778717,3808.0
176.48738884925842,3959.0
176.5680410861969,3787.0
176.6478190422058,3814.0
176.7280731201172,3819.0
176.80783486366272,3862.0
176.88708639144895,3823.0
176.9670844078064,3817.0
177.04695868492126,3817.0
177.12818598747253,3819.0
177.20672726631165,3793.0
177.2870011329651,3803.0
177.36703395843506,3813.0
177.44698548316956,3818.0
177.52692914009094,3813.0
177.60815572738647,3819.0
177.68752884864807,3810.0
177.7679557800293,3817.0
177.84741806983948,3824.0
177.9280664920807,3822.0
178.0067024230957,3823.0
178.08795070648193,4073.0
178.16716241836548,3824.0
178.24689078330994,3821.0
178.3482484817505,3823.0
178.432434797287,3822.0
178.51228189468384,3827.0
178.59197092056274,3838.0
178.6720917224884,3855.0
178.75301265716553,3822.0
178.83243441581726,3824.0
178.91283702850342,3825.0
178.9924602508545,3825.0
179.07200479507446,3827.0
179.15299892425537,3829.0
179.23241257667542,3809.0
179.31264328956604,3831.0
179.3920783996582,3831.0
179.47167253494263,4095.0
179.55199003219604,3829.0
179.6318874359131,3831.0
179.7124490737915,3836.0
179.79201865196228,3831.0
179.8720235824585,3831.0
179.95299911499023,3830.0
180.0316116809845,3838.0
180.1126754283905,3834.0
180.1929941177368,3569.0
180.2725932598114,3835.0
180.377094745636,3839.0
180.45708060264587,3842.0
180.5370090007782,3843.0
180.6170530319214,3839.0
180.6979804039001,3981.0
180.77696323394773,3841.0
180.8581085205078,3843.0
180.9378063678741,3839.0
181.01688194274905,3842.0
181.09698247909543,3839.0
181.1779823303223,3844.0
181.2580208778381,3845.0
181.3370542526245,4023.0
181.4171769618988,3845.0
181.49707174301147,3649.0
181.57722234725952,3841.0
181.6570267677307,3843.0
181.737074136734,3846.0
181.816972732544,3845.0
181.89747548103333,3854.0
181.97829484939567,3856.0
182.05809664726257,3849.0
182.13710522651672,3846.0
182.218073129654,3905.0
182.29706478118896,3933.0
182.4018127918244,3875.0
182.4827733039856,3856.0
182.5617847442627,3856.0
182.6422045230865,3818.0
182.72299790382385,3856.0
182.80207777023315,3854.0
182.8823802471161,3858.0
182.96280527114868,3851.0
183.04258823394773,3859.0
183.1220986843109,3846.0
183.2028977870941,3856.0
183.28295946121216,3858.0
183.36326241493225,3857.0
183.4429700374604,3856.0
183.52207684516907,3862.0
183.60294938087463,3866.0
183.68140602111816,3856.0
183.7626438140869,3863.0
183.8419485092163,3863.0
183.9230124950409,3862.0
184.00212335586548,3867.0
184.0819401741028,3865.0
184.1621537208557,3870.0
184.24227237701416,3871.0
184.32315969467163,3873.0
184.4276895523072,3871.0
184.5071318149567,3859.0
184.5876722335816,3869.0
184.66759324073792,3869.0
184.74790000915527,3883.0
184.82817316055292,3869.0
184.9076790809632,3873.0
184.98752737045288,3874.0
185.06704568862915,3879.0
185.14739847183228,3873.0
185.2270622253418,3886.0
185.3076663017273,3887.0
185.3879461288452,3877.0
185.46793961524963,3867.0
185.54774641990664,3882.0
185.62705039978027,3878.0
185.7070355415344,3882.0
185.78796482086184,3881.0
185.86808252334595,3885.0
185.9472017288208,3883.0
186.02804970741272,3878.0
186.1070597171784,3890.0
186.18793988227844,3888.0
186.26769733428955,3786.0
186.34781789779663,3887.0
186.452785730362,3888.0
186.53269481658936,3881.0
186.61320161819452,3893.0
186.6922981739044,3889.0
186.7720034122467,3883.0
186.8520376682281,3895.0
186.93282437324524,3889.0
187.01233625411987,3887.0
187.09206366539,3894.0
187.1729860305786,3891.0
187.25219249725345,3888.0
187.3326132297516,3897.0
187.41329503059387,3904.0
187.4929757118225,3895.0
187.5734429359436,3894.0
187.6531147956848,3894.0
187.73239994049072,3899.0
187.81208491325376,3905.0
187.8930051326752,3901.0
187.97240090370173,3901.0
188.05253386497492,3889.0
188.13236236572263,3895.0
188.2125718593597,3880.0
188.29196619987488,3897.0
188.37212228775024,3899.0
188.4768340587616,3896.0
188.55706524848932,3905.0
188.63708329200745,3901.0
188.7179434299469,3905.0
188.79727363586423,3906.0
188.87800884246823,3903.0
188.9573464393616,3908.0
189.03703045845032,3906.0
189.1171040534973,3906.0
189.1971251964569,3907.0
189.27722644805908,3838.0
189.3570544719696,3907.0
189.4373049736023,3905.0
189.51702284812927,3911.0
189.5977520942688,3907.0
189.67730903625488,3917.0
189.7579083442688,3921.0
189.83780097961423,3918.0
189.9181101322174,3911.0
189.99696731567383,3920.0
190.0780665874481,3920.0
190.15702772140503,3921.0
190.23791575431824,3929.0
190.3150730133057,3922.0
190.39666724205017,3923.0
190.4985086917877,3984.0
190.58163833618164,3922.0
190.66303992271423,3923.0
190.7433216571808,3921.0
190.8220994472504,3922.0
190.90211009979248,3923.0
190.9818501472473,3927.0
191.0632393360138,3934.0
191.1421809196472,3931.0
191.2231800556183,3935.0
191.3020761013031,3983.0
191.38163232803345,3935.0
191.46239948272705,3925.0
191.54316902160645,3935.0
191.6229076385498,3935.0
191.70206713676453,3943.0
191.7823102474213,3939.0
191.86234307289124,3943.0
191.9431884288788,3939.0
192.0218484401703,3946.0
192.1030488014221,3947.0
192.1828441619873,3952.0
192.26227593421936,3943.0
192.3420398235321,3952.0
192.42216300964355,3970.0
192.52782201766968,3947.0
192.6072084903717,4077.0
192.68842101097107,3956.0
192.7680351734161,3953.0
192.8468132019043,3973.0
192.92708611488345,3963.0
193.008024930954,3867.0
193.0881757736206,3984.0
193.1670589447021,3946.0
193.24748492240903,3967.0
193.32707953453064,3969.0
193.40720081329343,3963.0
193.4881510734558,3854.0
193.5681524276733,3965.0
193.64723920822144,3978.0
193.72805094718933,3966.0
193.8079879283905,4064.0
193.88726091384888,3964.0
193.9669461250305,3971.0
194.04674744606012,3963.0
194.1281223297119,3967.0
194.20698952674863,3970.0
194.2880637645721,4095.0
194.36816501617432,3979.0
194.4471175670624,3989.0
194.5530276298523,3567.0
194.631817817688,3938.0
194.71243119239807,3987.0
194.7921907901764,3979.0
194.87216114997864,3982.0
194.9521422386169,3991.0
195.0326724052429,3995.0
195.11220002174372,3985.0
195.1921820640564,3984.0
195.27297973632807,3990.0
195.35311722755432,3998.0
195.43183040618896,3989.0
195.5122468471527,4095.0
195.5921835899353,3993.0
195.6727340221405,3998.0
195.75200724601743,3407.0
195.8317694664001,4013.0
195.9127850532532,4001.0
195.99221920967105,4006.0
196.07211303710932,4007.0
196.15308094024653,4005.0
196.2317216396332,4014.0
196.3131492137909,4006.0
196.39286732673645,4007.0
196.47224879264832,4014.0
196.56509804725647,3995.0
196.65815377235413,4013.0
196.7370433807373,4027.0
196.8170809745789,4012.0
196.8968141078949,4013.0
196.976152420044,4016.0
197.0570912361145,4016.0
197.13703298568728,4001.0
197.21677541732788,4023.0
197.29811906814567,4019.0
