Temperatura,Umidade,Analogico,Hora,Sopro
42.7,50.0,4095.0,7.406271696090698,SEM SOPRO
42.7,50.0,4095.0,7.486117362976074,SEM SOPRO
42.7,50.0,4095.0,7.56578516960144,SEM SOPRO
42.7,50.0,4095.0,7.646784782409668,SEM SOPRO
42.7,50.0,4095.0,7.726802349090576,SEM SOPRO
42.7,50.0,4095.0,7.806771993637085,SEM SOPRO
42.7,50.0,4095.0,7.886546611785889,SEM SOPRO
42.7,50.0,4095.0,7.9667067527771,SEM SOPRO
43.3,51.0,4095.0,8.071640491485596,SEM SOPRO
43.3,51.0,4095.0,8.151170492172241,SEM SOPRO
43.3,51.0,4095.0,8.231807470321655,SEM SOPRO
43.3,51.0,4095.0,8.311845302581787,SEM SOPRO
43.3,51.0,4095.0,8.392107486724854,SEM SOPRO
43.3,51.0,4095.0,8.47113823890686,SEM SOPRO
43.3,51.0,4095.0,8.55089521408081,SEM SOPRO
43.3,51.0,4095.0,8.63199234008789,SEM SOPRO
43.3,51.0,4095.0,8.712047576904297,SEM SOPRO
43.3,51.0,4095.0,8.791757345199585,SEM SOPRO
43.3,51.0,4095.0,8.87143588066101,SEM SOPRO
43.3,51.0,4095.0,8.951592683792114,SEM SOPRO
43.3,51.0,4095.0,9.032001972198486,SEM SOPRO
43.3,51.0,4095.0,9.111780166625977,SEM SOPRO
43.3,51.0,4095.0,9.191811800003052,SEM SOPRO
43.3,51.0,4095.0,9.271453142166138,SEM SOPRO
43.3,51.0,4095.0,9.351460456848145,SEM SOPRO
43.3,51.0,4095.0,9.431955337524414,SEM SOPRO
43.3,51.0,4095.0,9.511823415756226,SEM SOPRO
43.3,51.0,4095.0,9.59189772605896,SEM SOPRO
43.3,51.0,4095.0,9.671092987060547,SEM SOPRO
43.3,51.0,4095.0,9.751665592193604,SEM SOPRO
43.3,51.0,4095.0,9.83177900314331,SEM SOPRO
43.3,51.0,4095.0,9.911988496780396,SEM SOPRO
43.3,51.0,4095.0,9.991914987564087,SEM SOPRO
42.9,53.0,4095.0,10.096778869628906,SEM SOPRO
42.9,53.0,4095.0,10.177003860473633,SEM SOPRO
42.9,53.0,4095.0,10.256859302520752,SEM SOPRO
42.9,53.0,4095.0,10.336054801940918,SEM SOPRO
42.9,53.0,4095.0,10.417243719100952,SEM SOPRO
42.9,53.0,4095.0,10.49695611000061,SEM SOPRO
42.9,53.0,4095.0,10.576982975006104,SEM SOPRO
42.9,53.0,4095.0,10.656856775283813,SEM SOPRO
42.9,53.0,4095.0,10.736311912536621,SEM SOPRO
42.9,53.0,4095.0,10.817595481872559,SEM SOPRO
42.9,53.0,4095.0,10.896841764450073,SEM SOPRO
