Temperatura,Umidade,Analogico,Hora
45.9,39.0,1520.0,27.497784852981567
45.9,39.0,1359.0,27.577267169952393
45.9,39.0,1351.0,27.658255577087402
45.9,39.0,1354.0,27.737793445587158
45.9,39.0,1356.0,27.8181414604187
45.9,39.0,1344.0,27.898255586624146
45.9,39.0,1281.0,27.97821879386902
45.9,39.0,1331.0,28.057817935943604
45.9,39.0,1331.0,28.137773990631104
45.9,39.0,1328.0,28.218193292617798
45.9,39.0,1293.0,28.298125982284546
45.9,39.0,1325.0,28.378270626068115
45.9,39.0,1268.0,28.458239316940308
45.9,39.0,1322.0,28.537237405776978
45.9,39.0,1315.0,28.617955446243286
45.9,39.0,1313.0,28.698285818099976
45.9,39.0,1315.0,28.77807092666626
45.9,39.0,1307.0,28.858277320861816
45.9,39.0,1308.0,28.937654972076416
45.9,39.0,1306.0,29.017881155014038
45.9,39.0,1301.0,29.09824824333191
45.9,39.0,1302.0,29.203026056289673
45.9,39.0,1306.0,29.283182859420776
45.9,39.0,1307.0,29.363385915756226
45.9,39.0,1307.0,29.443334341049194
45.9,39.0,1307.0,29.522834539413452
45.9,39.0,1308.0,29.603363752365112
45.9,39.0,1301.0,29.683141946792603
45.9,39.0,1306.0,29.763262271881104
45.9,39.0,1308.0,29.84329104423523
45.9,39.0,1306.0,29.922800302505493
45.9,39.0,1309.0,30.002691507339478
45.9,39.0,1311.0,30.08268094062805
45.9,39.0,1314.0,30.1626193523407
45.9,39.0,1317.0,30.24326252937317
45.9,39.0,1314.0,30.32322072982788
45.9,39.0,1315.0,30.40277075767517
45.9,39.0,1317.0,30.482943058013916
45.9,39.0,1296.0,30.563226461410522
45.9,39.0,1321.0,30.643407583236694
45.9,39.0,1323.0,30.7227885723114
45.9,39.0,1322.0,30.80289363861084
45.9,39.0,1334.0,30.8832266330719
45.9,39.0,1327.0,30.963276386260986
45.9,39.0,1329.0,31.04341697692871
45.9,39.0,1330.0,31.123186826705933
45.9,39.0,1335.0,31.22705316543579
45.9,39.0,1335.0,31.307278394699097
45.9,39.0,1371.0,31.387203454971313
45.9,39.0,1341.0,31.468183040618896
45.9,39.0,1341.0,31.54804825782776
45.9,39.0,1344.0,31.627996921539307
45.9,39.0,1345.0,31.70811676979065
45.9,39.0,1347.0,31.788049697875977
45.9,39.0,1354.0,31.867697715759277
45.9,39.0,1353.0,31.94841170310974
45.9,39.0,1359.0,32.02842092514038
45.9,39.0,1359.0,32.10829973220825
45.9,39.0,1360.0,32.18774127960205
45.9,39.0,1370.0,32.267874240875244
45.9,39.0,1365.0,32.34839582443237
45.9,39.0,1374.0,32.428404569625854
45.9,39.0,1373.0,32.50777196884155
45.9,39.0,1374.0,32.58749866485596
45.9,39.0,1319.0,32.66826772689819
45.9,39.0,1385.0,32.748371839523315
45.9,39.0,1382.0,32.82829189300537
45.9,39.0,1397.0,32.90804100036621
45.9,39.0,1395.0,32.987446308135986
45.9,39.0,1404.0,33.068171977996826
45.9,39.0,1398.0,33.14814233779907
45.9,39.0,1399.0,33.25305938720703
45.9,39.0,1408.0,33.33303999900818
45.9,39.0,1424.0,33.41272306442261
45.9,39.0,1411.0,33.49343729019165
45.9,39.0,1419.0,33.57295560836792
45.9,39.0,1415.0,33.652666330337524
45.9,39.0,1453.0,33.733214378356934
45.9,39.0,1425.0,33.81338715553284
45.9,39.0,1430.0,33.89372754096985
45.9,39.0,1435.0,33.972846031188965
45.9,39.0,1437.0,34.05257558822632
45.9,39.0,1449.0,34.13319492340088
45.9,39.0,1441.0,34.21268010139465
45.9,39.0,1403.0,34.29322624206543
45.9,39.0,1453.0,34.37260723114014
45.9,39.0,1456.0,34.45294642448425
45.9,39.0,1468.0,34.533209562301636
45.9,39.0,1466.0,34.61300206184387
45.9,39.0,1466.0,34.69323205947876
45.9,39.0,1473.0,34.7728054523468
45.9,39.0,1475.0,34.85290026664734
45.9,39.0,1482.0,34.93328857421875
45.9,39.0,1485.0,35.012901067733765
45.9,39.0,1487.0,35.09317231178284
45.9,39.0,1488.0,35.17280673980713
45.8,39.0,1493.0,35.27792310714722
45.8,39.0,1500.0,35.357861280441284
45.8,39.0,1505.0,35.43721532821655
45.8,39.0,1510.0,35.5181839466095
45.8,39.0,1549.0,35.598297119140625
45.8,39.0,1510.0,35.67824077606201
45.8,39.0,1499.0,35.75785493850708
45.8,39.0,1523.0,35.83778095245361
45.8,39.0,1523.0,35.918179750442505
45.8,39.0,1533.0,35.998189210891724
45.8,39.0,1535.0,36.07767605781555
45.8,39.0,1535.0,36.15819573402405
45.8,39.0,1507.0,36.23811602592468
45.8,39.0,1552.0,36.31827664375305
45.8,39.0,1554.0,36.398173570632935
45.8,39.0,1559.0,36.47836446762085
45.8,39.0,1557.0,36.55775213241577
45.8,39.0,1564.0,36.63711476325989
45.8,39.0,1571.0,36.718337535858154
45.8,39.0,1577.0,36.79843211174011
45.8,39.0,1582.0,36.87830877304077
45.8,39.0,1584.0,36.95799398422241
45.8,39.0,1585.0,37.03798031806946
45.8,39.0,1593.0,37.11854124069214
45.8,39.0,1600.0,37.197892904281616
45.9,39.0,1690.0,37.30284261703491
45.9,39.0,1568.0,37.383188009262085
45.9,39.0,1610.0,37.46329927444458
45.9,39.0,1611.0,37.543293952941895
45.9,39.0,1610.0,37.62266278266907
45.9,39.0,1616.0,37.70281195640564
45.9,39.0,1513.0,37.78267240524292
45.9,39.0,1631.0,37.863386154174805
45.9,39.0,1635.0,37.943389892578125
45.9,39.0,1634.0,38.02284789085388
45.9,39.0,1635.0,38.102882623672485
45.9,39.0,1646.0,38.18317794799805
45.9,39.0,1642.0,38.263312339782715
45.9,39.0,1658.0,38.34279274940491
45.9,39.0,1653.0,38.4228310585022
45.9,39.0,1662.0,38.50247001647949
45.9,39.0,1628.0,38.58340096473694
45.9,39.0,1655.0,38.6633734703064
45.9,39.0,1673.0,38.74320673942566
45.9,39.0,1675.0,38.822837352752686
45.9,39.0,1681.0,38.90246820449829
45.9,39.0,1683.0,38.983206272125244
45.9,39.0,1691.0,39.063273429870605
45.9,39.0,1693.0,39.14323353767395
45.9,39.0,1697.0,39.22299551963806
45.8,39.0,1702.0,39.327940464019775
45.8,39.0,1709.0,39.40774965286255
45.8,39.0,1712.0,39.487327337265015
45.8,39.0,1712.0,39.56833100318909
45.8,39.0,1727.0,39.64828276634216
45.8,39.0,1726.0,39.72819447517395
45.8,39.0,1729.0,39.807791233062744
45.8,39.0,1936.0,39.887855529785156
45.8,39.0,1743.0,39.96830606460571
45.8,39.0,1744.0,40.048100233078
45.8,39.0,1743.0,40.128273725509644
45.8,39.0,1751.0,40.20778703689575
45.8,39.0,1751.0,40.288108110427856
45.8,39.0,1759.0,40.36811947822571
45.8,39.0,1783.0,40.4482638835907
45.8,39.0,1767.0,40.52793574333191
45.8,39.0,1772.0,40.6079957485199
45.8,39.0,1773.0,40.687952280044556
45.8,39.0,1777.0,40.768250942230225
45.8,39.0,1782.0,40.84834265708923
45.8,39.0,1791.0,40.92863059043884
45.8,39.0,1793.0,41.00796723365784
45.8,39.0,1798.0,41.087371587753296
45.8,39.0,1799.0,41.168288469314575
45.8,39.0,1806.0,41.24840950965881
45.8,39.0,1809.0,41.35272812843323
45.8,39.0,1813.0,41.43329215049744
45.8,39.0,1819.0,41.513418436050415
45.8,39.0,1820.0,41.592203855514526
45.8,39.0,1829.0,41.67277812957764
45.8,39.0,1829.0,41.75274968147278
45.8,39.0,1794.0,41.8333055973053
45.8,39.0,1875.0,41.913387060165405
45.8,39.0,1841.0,41.99277186393738
45.8,39.0,1849.0,42.07350969314575
45.8,39.0,1910.0,42.152154207229614
45.8,39.0,1859.0,42.232691526412964
45.8,39.0,1866.0,42.31343364715576
45.8,39.0,1869.0,42.39340925216675
45.8,39.0,1868.0,42.47269248962402
45.8,39.0,1873.0,42.55324387550354
45.8,39.0,1873.0,42.633259534835815
45.8,39.0,1881.0,42.713398694992065
45.8,39.0,1886.0,42.79318165779114
45.8,39.0,1893.0,42.87258720397949
45.8,39.0,1983.0,42.95314121246338
45.8,39.0,1901.0,43.03308820724487
45.8,39.0,1904.0,43.113197565078735
45.8,39.0,1904.0,43.1931848526001
45.8,39.0,2011.0,43.27299475669861
45.9,39.0,1920.0,43.377954721450806
45.9,39.0,1921.0,43.457987546920776
45.9,39.0,1925.0,43.53781342506409
45.9,39.0,1940.0,43.61896085739136
45.9,39.0,1937.0,43.69832921028137
45.9,39.0,1919.0,43.77830743789673
45.9,39.0,1946.0,43.857802867889404
45.9,39.0,1947.0,43.93702960014343
45.9,39.0,1950.0,44.01817512512207
45.9,39.0,1953.0,44.097771644592285
45.9,39.0,1971.0,44.17874765396118
45.9,39.0,1958.0,44.25786304473877
45.9,39.0,1973.0,44.33798623085022
45.9,39.0,1973.0,44.41856813430786
45.9,39.0,1971.0,44.498425006866455
45.9,39.0,1982.0,44.57833790779114
45.9,39.0,1984.0,44.65791869163513
45.9,39.0,1989.0,44.73788094520569
45.9,39.0,1990.0,44.81816244125366
45.9,39.0,2000.0,44.89840078353882
45.9,39.0,1991.0,44.978413343429565
45.9,39.0,2005.0,45.05794358253479
45.9,39.0,2009.0,45.13744378089905
45.9,39.0,2024.0,45.218477725982666
45.9,39.0,2019.0,45.29838585853577
45.8,39.0,2010.0,45.40284729003906
45.8,39.0,2027.0,45.48312854766846
45.8,39.0,2032.0,45.56321883201599
45.8,39.0,2033.0,45.643399238586426
45.8,39.0,2069.0,45.722864389419556
45.8,39.0,2044.0,45.803154945373535
45.8,39.0,2160.0,45.88324737548828
45.8,39.0,2059.0,45.96326732635498
45.8,39.0,2073.0,46.04324007034302
45.8,39.0,2065.0,46.122674226760864
45.8,39.0,2069.0,46.20292687416077
45.8,39.0,2075.0,46.28323936462402
45.8,39.0,2079.0,46.363208532333374
45.8,39.0,2080.0,46.443164587020874
45.8,39.0,2087.0,46.523009061813354
45.8,39.0,2193.0,46.602744579315186
45.8,39.0,2096.0,46.68320989608765
45.8,39.0,2099.0,46.763256788253784
45.8,39.0,2101.0,46.84317660331726
45.8,39.0,2096.0,46.92317342758179
45.8,39.0,2112.0,47.0030951499939
45.8,39.0,2116.0,47.083184480667114
45.8,39.0,2118.0,47.163031816482544
45.8,39.0,2123.0,47.24329876899719
45.8,39.0,2046.0,47.323309659957886
45.7,39.0,2151.0,47.428104400634766
45.7,39.0,2133.0,47.50830435752869
45.7,39.0,2140.0,47.58730602264404
45.7,39.0,2143.0,47.66779041290283
45.7,39.0,2163.0,47.747913122177124
45.7,39.0,2151.0,47.82828712463379
45.7,39.0,2155.0,47.90828251838684
45.7,39.0,2162.0,47.9871928691864
45.7,39.0,2163.0,48.06851243972778
45.7,39.0,2167.0,48.14824914932251
45.7,39.0,2067.0,48.22813558578491
45.7,39.0,2179.0,48.30799126625061
45.7,39.0,2181.0,48.387815713882446
45.7,39.0,2190.0,48.46779680252075
45.7,39.0,2190.0,48.54833674430847
45.7,39.0,2203.0,48.628265142440796
45.7,39.0,2192.0,48.7082245349884
45.7,39.0,2197.0,48.787755489349365
45.7,39.0,2201.0,48.86825728416443
45.7,39.0,2202.0,48.9482901096344
45.7,39.0,2219.0,49.02826976776123
45.7,39.0,2220.0,49.10827136039734
45.7,39.0,2223.0,49.187474966049194
45.7,39.0,2224.0,49.26828646659851
45.7,39.0,2239.0,49.34779238700867
45.8,39.0,2224.0,49.45294642448425
45.8,39.0,2229.0,49.532084941864014
45.8,39.0,2242.0,49.613187074661255
45.8,39.0,2238.0,49.69322633743286
45.8,39.0,2256.0,49.772911071777344
45.8,39.0,2256.0,49.85277557373047
45.8,39.0,2256.0,49.933175563812256
45.8,39.0,2262.0,50.01319360733032
45.8,39.0,2262.0,50.09274911880493
45.8,39.0,2270.0,50.17239046096802
45.8,39.0,2272.0,50.25312542915344
45.8,39.0,2275.0,50.333335638046265
45.8,39.0,2282.0,50.412264823913574
45.8,39.0,2287.0,50.493295431137085
45.8,39.0,2291.0,50.57291579246521
45.8,39.0,2292.0,50.65277671813965
45.8,39.0,2295.0,50.7331976890564
45.8,39.0,2304.0,50.813254833221436
45.8,39.0,2304.0,50.893240451812744
45.8,39.0,2311.0,50.97313213348389
45.8,39.0,2310.0,51.052640199661255
45.8,39.0,2319.0,51.133049726486206
45.8,39.0,2320.0,51.212902545928955
45.8,39.0,2324.0,51.29251527786255
45.8,39.0,2330.0,51.37303566932678
45.7,39.0,2331.0,51.47792887687683
45.7,39.0,2337.0,51.558330059051514
45.7,39.0,2343.0,51.63767695426941
45.7,39.0,2350.0,51.7182514667511
45.7,39.0,2347.0,51.79800820350647
45.7,39.0,2352.0,51.878315687179565
45.7,39.0,2359.0,51.95835852622986
45.7,39.0,2363.0,52.038002490997314
45.7,39.0,2368.0,52.11829376220703
45.7,39.0,2370.0,52.19838857650757
45.7,39.0,2299.0,52.27840042114258
45.7,39.0,2379.0,52.35820174217224
45.7,39.0,2401.0,52.43806600570679
45.7,39.0,2384.0,52.51844882965088
45.7,39.0,2407.0,52.59790587425232
45.7,39.0,2398.0,52.67839217185974
45.7,39.0,2398.0,52.75837707519531
45.7,39.0,2399.0,52.83829879760742
45.7,39.0,2399.0,52.91841435432434
45.7,39.0,2407.0,52.998273611068726
45.7,39.0,2411.0,53.07751822471619
45.7,39.0,2405.0,53.15761399269104
45.7,39.0,2423.0,53.23785376548767
45.7,39.0,2427.0,53.31783485412598
45.7,39.0,2427.0,53.39834523200989
45.4,39.0,2336.0,53.50191593170166
45.4,39.0,2438.0,53.582947731018066
